"year","month","day","dep_time","sched_dep_time","dep_delay","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","distance","hour","minute","time_hour"
2013,5,10,640,624,16,827,"Delay","EV",4471,"N27200","EWR","CLT",529,6,24,2013-05-10 06:00:00
2013,5,10,807,815,-8,1010,"Not Delay","US",675,"N668AW","EWR","CLT",529,8,15,2013-05-10 08:00:00
2013,5,10,919,923,-4,1126,"Not Delay","EV",4229,"N15985","EWR","CLT",529,9,23,2013-05-10 09:00:00
2013,5,10,1014,1020,-6,1210,"Not Delay","US",1103,"N193UW","EWR","CLT",529,10,20,2013-05-10 10:00:00
2013,5,10,1303,1220,43,1414,"Delay","EV",4625,"N12900","EWR","CLT",529,12,20,2013-05-10 12:00:00
2013,5,10,1309,1315,-6,1501,"Not Delay","US",1895,"N150UW","EWR","CLT",529,13,15,2013-05-10 13:00:00
2013,5,10,1452,1455,-3,1649,"Delay","EV",4326,"N11551","EWR","CLT",529,14,55,2013-05-10 14:00:00
2013,5,10,1458,1500,-2,1652,"Delay","US",802,"N117UW","EWR","CLT",529,15,0,2013-05-10 15:00:00
2013,5,10,1730,1735,-5,1924,"Not Delay","US",449,"N650AW","EWR","CLT",529,17,35,2013-05-10 17:00:00
2013,5,10,1822,1829,-7,2031,"Not Delay","US",1973,"N184US","EWR","CLT",529,18,29,2013-05-10 18:00:00
2013,5,10,1957,1910,47,2117,"Delay","EV",5675,"N15985","EWR","CLT",529,19,10,2013-05-10 19:00:00
2013,5,10,2132,2059,33,2252,"Delay","EV",4700,"N13553","EWR","CLT",529,20,59,2013-05-10 20:00:00
2013,5,11,455,500,-5,640,"Not Delay","US",1843,"N559UW","EWR","CLT",529,5,0,2013-05-11 05:00:00
2013,5,11,623,629,-6,825,"Not Delay","US",1141,"N126UW","EWR","CLT",529,6,29,2013-05-11 06:00:00
2013,5,11,639,645,-6,841,"Not Delay","US",1032,"N188US","EWR","CLT",529,6,45,2013-05-11 06:00:00
2013,5,11,758,640,78,843,"Delay","EV",4471,"N14105","EWR","CLT",529,6,40,2013-05-11 06:00:00
2013,5,11,807,815,-8,1010,"Not Delay","US",675,"N667AW","EWR","CLT",529,8,15,2013-05-11 08:00:00
2013,5,11,910,915,-5,1118,"Not Delay","EV",4234,"N13970","EWR","CLT",529,9,15,2013-05-11 09:00:00
2013,5,11,1016,1020,-4,1210,"Not Delay","US",1081,"N123UW","EWR","CLT",529,10,20,2013-05-11 10:00:00
2013,5,11,1309,1315,-6,1502,"Not Delay","US",1401,"N452UW","EWR","CLT",529,13,15,2013-05-11 13:00:00
2013,5,11,1458,1500,-2,1653,"Delay","US",802,"N449US","EWR","CLT",529,15,0,2013-05-11 15:00:00
2013,5,11,1757,1735,22,1924,"Delay","US",449,"N661AW","EWR","CLT",529,17,35,2013-05-11 17:00:00
2013,5,11,1841,1829,12,2031,"Delay","US",1973,"N199UW","EWR","CLT",529,18,29,2013-05-11 18:00:00
2013,5,11,2106,2117,-11,2309,"Not Delay","EV",4700,"N11544","EWR","CLT",529,21,17,2013-05-11 21:00:00
2013,5,12,452,500,-8,640,"Not Delay","US",1579,"N762US","EWR","CLT",529,5,0,2013-05-12 05:00:00
2013,5,12,619,629,-10,825,"Not Delay","US",1613,"N118US","EWR","CLT",529,6,29,2013-05-12 06:00:00
2013,5,12,637,645,-8,841,"Not Delay","US",1609,"N449US","EWR","CLT",529,6,45,2013-05-12 06:00:00
2013,5,12,807,815,-8,1010,"Not Delay","US",675,"N655AW","EWR","CLT",529,8,15,2013-05-12 08:00:00
2013,5,12,904,915,-11,1118,"Not Delay","EV",4161,"N14998","EWR","CLT",529,9,15,2013-05-12 09:00:00
2013,5,12,1014,1020,-6,1210,"Not Delay","US",1103,"N539UW","EWR","CLT",529,10,20,2013-05-12 10:00:00
2013,5,12,1301,1219,42,1413,"Delay","EV",4180,"N18557","EWR","CLT",529,12,19,2013-05-12 12:00:00
2013,5,12,1308,1315,-7,1501,"Delay","US",1136,"N110UW","EWR","CLT",529,13,15,2013-05-12 13:00:00
2013,5,12,1452,1455,-3,1649,"Delay","EV",4326,"N12996","EWR","CLT",529,14,55,2013-05-12 14:00:00
2013,5,12,1455,1500,-5,1652,"Delay","US",802,"N184US","EWR","CLT",529,15,0,2013-05-12 15:00:00
2013,5,12,1731,1735,-4,1924,"Not Delay","US",449,"N652AW","EWR","CLT",529,17,35,2013-05-12 17:00:00
2013,5,12,1825,1829,-4,2031,"Not Delay","US",1973,"N105UW","EWR","CLT",529,18,29,2013-05-12 18:00:00
2013,5,12,1910,1914,-4,2121,"Delay","EV",5675,"N14905","EWR","CLT",529,19,14,2013-05-12 19:00:00
2013,5,12,2108,2059,9,2251,"Delay","EV",4700,"N16981","EWR","CLT",529,20,59,2013-05-12 20:00:00
2013,5,13,451,500,-9,640,"Not Delay","US",1431,"N563UW","EWR","CLT",529,5,0,2013-05-13 05:00:00
2013,5,13,619,629,-10,825,"Not Delay","US",1609,"N127UW","EWR","CLT",529,6,29,2013-05-13 06:00:00
2013,5,13,622,624,-2,827,"Not Delay","EV",4471,"N14907","EWR","CLT",529,6,24,2013-05-13 06:00:00
2013,5,13,638,645,-7,841,"Not Delay","US",1032,"N163US","EWR","CLT",529,6,45,2013-05-13 06:00:00
2013,5,13,808,815,-7,1010,"Not Delay","US",675,"N673AW","EWR","CLT",529,8,15,2013-05-13 08:00:00
2013,5,13,915,923,-8,1126,"Not Delay","EV",4229,"N12564","EWR","CLT",529,9,23,2013-05-13 09:00:00
2013,5,13,1015,1020,-5,1210,"Not Delay","US",1103,"N182UW","EWR","CLT",529,10,20,2013-05-13 10:00:00
2013,5,13,1216,1220,-4,1414,"Delay","EV",4625,"N11544","EWR","CLT",529,12,20,2013-05-13 12:00:00
2013,5,13,1308,1315,-7,1501,"Not Delay","US",1895,"N556UW","EWR","CLT",529,13,15,2013-05-13 13:00:00
2013,5,13,1526,1500,26,1652,"Delay","US",802,"N112US","EWR","CLT",529,15,0,2013-05-13 15:00:00
2013,5,13,1536,1455,41,1649,"Delay","EV",4326,"N16951","EWR","CLT",529,14,55,2013-05-13 14:00:00
2013,5,13,1746,1735,11,1924,"Delay","US",449,"N647AW","EWR","CLT",529,17,35,2013-05-13 17:00:00
2013,5,13,1825,1829,-4,2031,"Delay","US",1973,"N162UW","EWR","CLT",529,18,29,2013-05-13 18:00:00
2013,5,13,1906,1910,-4,2117,"Delay","EV",5675,"N12924","EWR","CLT",529,19,10,2013-05-13 19:00:00
2013,5,13,2128,2100,28,2253,"Delay","EV",4700,"N13994","EWR","CLT",529,21,0,2013-05-13 21:00:00
2013,5,14,455,500,-5,640,"Not Delay","US",1431,"N186US","EWR","CLT",529,5,0,2013-05-14 05:00:00
2013,5,14,621,629,-8,825,"Not Delay","US",1609,"N117UW","EWR","CLT",529,6,29,2013-05-14 06:00:00
2013,5,14,634,624,10,827,"Delay","EV",4519,"N11107","EWR","CLT",529,6,24,2013-05-14 06:00:00
2013,5,14,641,645,-4,841,"Delay","US",1621,"N198UW","EWR","CLT",529,6,45,2013-05-14 06:00:00
2013,5,14,810,815,-5,1010,"Not Delay","US",675,"N648AW","EWR","CLT",529,8,15,2013-05-14 08:00:00
2013,5,14,1017,1020,-3,1210,"Not Delay","US",1103,"N173US","EWR","CLT",529,10,20,2013-05-14 10:00:00
2013,5,14,1058,915,103,1118,"Delay","EV",4229,"N13994","EWR","CLT",529,9,15,2013-05-14 09:00:00
2013,5,14,1309,1315,-6,1501,"Not Delay","US",1895,"N117UW","EWR","CLT",529,13,15,2013-05-14 13:00:00
2013,5,14,1410,1230,100,1424,"Delay","EV",4180,"N15910","EWR","CLT",529,12,30,2013-05-14 12:00:00
2013,5,14,1456,1500,-4,1652,"Not Delay","US",802,"N118US","EWR","CLT",529,15,0,2013-05-14 15:00:00
2013,5,14,1557,1455,62,1649,"Delay","EV",4326,"N13914","EWR","CLT",529,14,55,2013-05-14 14:00:00
2013,5,14,1735,1735,0,1924,"Not Delay","US",449,"N650AW","EWR","CLT",529,17,35,2013-05-14 17:00:00
2013,5,14,1817,1829,-12,2031,"Not Delay","US",1973,"N177US","EWR","CLT",529,18,29,2013-05-14 18:00:00
2013,5,14,1952,1910,42,2117,"Delay","EV",5675,"N16954","EWR","CLT",529,19,10,2013-05-14 19:00:00
2013,5,14,2202,2059,63,2252,"Delay","EV",4700,"N15912","EWR","CLT",529,20,59,2013-05-14 20:00:00
2013,5,15,455,500,-5,640,"Not Delay","US",1431,"N190UW","EWR","CLT",529,5,0,2013-05-15 05:00:00
2013,5,15,619,624,-5,827,"Not Delay","EV",4471,"N12563","EWR","CLT",529,6,24,2013-05-15 06:00:00
2013,5,15,620,629,-9,825,"Not Delay","US",1609,"N124US","EWR","CLT",529,6,29,2013-05-15 06:00:00
2013,5,15,637,645,-8,841,"Delay","US",1032,"N563UW","EWR","CLT",529,6,45,2013-05-15 06:00:00
2013,5,15,808,815,-7,1010,"Not Delay","US",675,"N659AW","EWR","CLT",529,8,15,2013-05-15 08:00:00
2013,5,15,950,923,27,1126,"Delay","EV",4229,"N10575","EWR","CLT",529,9,23,2013-05-15 09:00:00
2013,5,15,1020,1020,0,1210,"Delay","US",1103,"N177US","EWR","CLT",529,10,20,2013-05-15 10:00:00
2013,5,15,1217,1220,-3,1414,"Not Delay","EV",3846,"N14991","EWR","CLT",529,12,20,2013-05-15 12:00:00
2013,5,15,1315,1315,0,1501,"Not Delay","US",1895,"N117UW","EWR","CLT",529,13,15,2013-05-15 13:00:00
2013,5,15,1549,1500,49,1652,"Delay","US",802,"N126UW","EWR","CLT",529,15,0,2013-05-15 15:00:00
2013,5,15,1806,1735,31,1924,"Delay","US",449,"N652AW","EWR","CLT",529,17,35,2013-05-15 17:00:00
2013,5,15,1906,1829,37,2031,"Delay","US",1973,"N173US","EWR","CLT",529,18,29,2013-05-15 18:00:00
2013,5,15,1915,1910,5,2117,"Delay","EV",5675,"N13995","EWR","CLT",529,19,10,2013-05-15 19:00:00
2013,5,15,2229,2059,90,2252,"Delay","EV",4700,"N14148","EWR","CLT",529,20,59,2013-05-15 20:00:00
2013,5,16,456,500,-4,640,"Not Delay","US",1431,"N558UW","EWR","CLT",529,5,0,2013-05-16 05:00:00
2013,5,16,622,629,-7,825,"Delay","US",1609,"N105UW","EWR","CLT",529,6,29,2013-05-16 06:00:00
2013,5,16,642,645,-3,841,"Not Delay","US",1032,"N566UW","EWR","CLT",529,6,45,2013-05-16 06:00:00
2013,5,16,702,624,38,827,"Delay","EV",4471,"N16911","EWR","CLT",529,6,24,2013-05-16 06:00:00
2013,5,16,813,815,-2,1010,"Not Delay","US",675,"N675AW","EWR","CLT",529,8,15,2013-05-16 08:00:00
2013,5,16,916,923,-7,1126,"Not Delay","EV",4229,"N16999","EWR","CLT",529,9,23,2013-05-16 09:00:00
2013,5,16,1032,1020,12,1210,"Delay","US",1103,"N126UW","EWR","CLT",529,10,20,2013-05-16 10:00:00
2013,5,16,1302,1220,42,1414,"Delay","EV",4625,"N21197","EWR","CLT",529,12,20,2013-05-16 12:00:00
2013,5,16,1309,1315,-6,1501,"Not Delay","US",1895,"N563UW","EWR","CLT",529,13,15,2013-05-16 13:00:00
2013,5,16,1456,1500,-4,1652,"Delay","US",802,"N128UW","EWR","CLT",529,15,0,2013-05-16 15:00:00
2013,5,16,1701,1455,126,1649,"Delay","EV",4326,"N14907","EWR","CLT",529,14,55,2013-05-16 14:00:00
2013,5,16,1817,1735,42,1924,"Delay","US",449,"N661AW","EWR","CLT",529,17,35,2013-05-16 17:00:00
2013,5,16,1821,1829,-8,2031,"Not Delay","US",1973,"N187US","EWR","CLT",529,18,29,2013-05-16 18:00:00
2013,5,16,1958,1910,48,2117,"Delay","EV",4682,"N14993","EWR","CLT",529,19,10,2013-05-16 19:00:00
2013,5,16,2202,2100,62,2253,"Delay","EV",4700,"N14950","EWR","CLT",529,21,0,2013-05-16 21:00:00
2013,5,17,458,500,-2,640,"Not Delay","US",1431,"N196UW","EWR","CLT",529,5,0,2013-05-17 05:00:00
2013,5,17,626,629,-3,825,"Not Delay","US",1609,"N113UW","EWR","CLT",529,6,29,2013-05-17 06:00:00
2013,5,17,639,645,-6,841,"Not Delay","US",1032,"N171US","EWR","CLT",529,6,45,2013-05-17 06:00:00
2013,5,17,734,624,70,827,"Delay","EV",4471,"N13956","EWR","CLT",529,6,24,2013-05-17 06:00:00
2013,5,17,811,815,-4,1010,"Not Delay","US",675,"N651AW","EWR","CLT",529,8,15,2013-05-17 08:00:00
2013,5,17,922,923,-1,1126,"Not Delay","EV",4229,"N13978","EWR","CLT",529,9,23,2013-05-17 09:00:00
2013,5,17,1014,1020,-6,1210,"Not Delay","US",1103,"N162UW","EWR","CLT",529,10,20,2013-05-17 10:00:00
2013,5,17,1308,1315,-7,1501,"Not Delay","US",1895,"N104UW","EWR","CLT",529,13,15,2013-05-17 13:00:00
2013,5,17,1315,1220,55,1414,"Delay","EV",4625,"N16999","EWR","CLT",529,12,20,2013-05-17 12:00:00
2013,5,17,1452,1455,-3,1649,"Not Delay","EV",4326,"N11137","EWR","CLT",529,14,55,2013-05-17 14:00:00
2013,5,17,1454,1500,-6,1652,"Not Delay","US",802,"N128UW","EWR","CLT",529,15,0,2013-05-17 15:00:00
2013,5,17,1726,1735,-9,1924,"Not Delay","US",449,"N680AW","EWR","CLT",529,17,35,2013-05-17 17:00:00
2013,5,17,1827,1829,-2,2031,"Not Delay","US",1973,"N163US","EWR","CLT",529,18,29,2013-05-17 18:00:00
2013,5,17,2003,1910,53,2117,"Delay","EV",5675,"N13968","EWR","CLT",529,19,10,2013-05-17 19:00:00
2013,5,17,2204,2100,64,2253,"Delay","EV",4700,"N11565","EWR","CLT",529,21,0,2013-05-17 21:00:00
2013,5,18,459,500,-1,640,"Not Delay","US",1843,"N161UW","EWR","CLT",529,5,0,2013-05-18 05:00:00
2013,5,18,630,629,1,825,"Not Delay","US",926,"N114UW","EWR","CLT",529,6,29,2013-05-18 06:00:00
2013,5,18,635,640,-5,843,"Not Delay","EV",4471,"N16170","EWR","CLT",529,6,40,2013-05-18 06:00:00
2013,5,18,637,645,-8,841,"Not Delay","US",1032,"N565UW","EWR","CLT",529,6,45,2013-05-18 06:00:00
2013,5,18,809,815,-6,1010,"Not Delay","US",675,"N675AW","EWR","CLT",529,8,15,2013-05-18 08:00:00
2013,5,18,909,915,-6,1118,"Not Delay","EV",4234,"N13949","EWR","CLT",529,9,15,2013-05-18 09:00:00
2013,5,18,1018,1020,-2,1210,"Not Delay","US",1081,"N102UW","EWR","CLT",529,10,20,2013-05-18 10:00:00
2013,5,18,1321,1315,6,1502,"Not Delay","US",1401,"N443US","EWR","CLT",529,13,15,2013-05-18 13:00:00
2013,5,18,1455,1500,-5,1653,"Not Delay","US",802,"N440US","EWR","CLT",529,15,0,2013-05-18 15:00:00
2013,5,18,1732,1735,-3,1924,"Not Delay","US",449,"N642AW","EWR","CLT",529,17,35,2013-05-18 17:00:00
2013,5,18,1820,1829,-9,2031,"Not Delay","US",1973,"N196UW","EWR","CLT",529,18,29,2013-05-18 18:00:00
2013,5,18,2126,2117,9,2309,"Not Delay","EV",4700,"N13958","EWR","CLT",529,21,17,2013-05-18 21:00:00
2013,5,19,456,500,-4,640,"Not Delay","US",1579,"N766US","EWR","CLT",529,5,0,2013-05-19 05:00:00
2013,5,19,623,629,-6,825,"Not Delay","US",1613,"N118US","EWR","CLT",529,6,29,2013-05-19 06:00:00
2013,5,19,639,645,-6,841,"Not Delay","US",1609,"N169UW","EWR","CLT",529,6,45,2013-05-19 06:00:00
2013,5,19,808,815,-7,1010,"Not Delay","US",675,"N677AW","EWR","CLT",529,8,15,2013-05-19 08:00:00
2013,5,19,908,915,-7,1118,"Not Delay","EV",4161,"N14923","EWR","CLT",529,9,15,2013-05-19 09:00:00
2013,5,19,1100,1020,40,1210,"Delay","US",1103,"N198UW","EWR","CLT",529,10,20,2013-05-19 10:00:00
2013,5,19,1316,1315,1,1501,"Not Delay","US",1136,"N103US","EWR","CLT",529,13,15,2013-05-19 13:00:00
2013,5,19,1323,1219,64,1413,"Delay","EV",4180,"N14991","EWR","CLT",529,12,19,2013-05-19 12:00:00
2013,5,19,1459,1500,-1,1652,"Delay","US",802,"N151UW","EWR","CLT",529,15,0,2013-05-19 15:00:00
2013,5,19,1625,1455,90,1649,"Delay","EV",4326,"N11536","EWR","CLT",529,14,55,2013-05-19 14:00:00
2013,5,19,1823,1829,-6,2031,"Not Delay","US",1973,"N109UW","EWR","CLT",529,18,29,2013-05-19 18:00:00
2013,5,19,1850,1735,75,1924,"Delay","US",449,"N604AW","EWR","CLT",529,17,35,2013-05-19 17:00:00
2013,5,19,1917,1914,3,2121,"Not Delay","EV",5675,"N16976","EWR","CLT",529,19,14,2013-05-19 19:00:00
2013,5,19,2251,2059,112,2251,"Delay","EV",4700,"N12967","EWR","CLT",529,20,59,2013-05-19 20:00:00
2013,5,20,454,500,-6,640,"Not Delay","US",1431,"N565UW","EWR","CLT",529,5,0,2013-05-20 05:00:00
2013,5,20,618,624,-6,827,"Not Delay","EV",4471,"N21537","EWR","CLT",529,6,24,2013-05-20 06:00:00
2013,5,20,624,629,-5,825,"Not Delay","US",1609,"N108UW","EWR","CLT",529,6,29,2013-05-20 06:00:00
2013,5,20,746,645,61,841,"Delay","US",1032,"N190UW","EWR","CLT",529,6,45,2013-05-20 06:00:00
2013,5,20,812,815,-3,1010,"Not Delay","US",675,"N660AW","EWR","CLT",529,8,15,2013-05-20 08:00:00
2013,5,20,919,923,-4,1126,"Not Delay","EV",4229,"N11551","EWR","CLT",529,9,23,2013-05-20 09:00:00
2013,5,20,1018,1020,-2,1210,"Not Delay","US",1103,"N109UW","EWR","CLT",529,10,20,2013-05-20 10:00:00
2013,5,20,1232,1220,12,1414,"Not Delay","EV",4625,"N15985","EWR","CLT",529,12,20,2013-05-20 12:00:00
2013,5,20,1307,1315,-8,1501,"Not Delay","US",1895,"N562UW","EWR","CLT",529,13,15,2013-05-20 13:00:00
2013,5,20,1451,1455,-4,1649,"Not Delay","EV",4326,"N14950","EWR","CLT",529,14,55,2013-05-20 14:00:00
2013,5,20,1458,1500,-2,1652,"Not Delay","US",802,"N124US","EWR","CLT",529,15,0,2013-05-20 15:00:00
2013,5,20,1726,1735,-9,1924,"Not Delay","US",449,"N669AW","EWR","CLT",529,17,35,2013-05-20 17:00:00
2013,5,20,1822,1829,-7,2031,"Not Delay","US",1973,"N537UW","EWR","CLT",529,18,29,2013-05-20 18:00:00
2013,5,20,1909,1910,-1,2117,"Delay","EV",5675,"N12552","EWR","CLT",529,19,10,2013-05-20 19:00:00
2013,5,20,2059,2059,0,2252,"Delay","EV",4700,"N16918","EWR","CLT",529,20,59,2013-05-20 20:00:00
2013,5,21,504,500,4,640,"Not Delay","US",1431,"N165US","EWR","CLT",529,5,0,2013-05-21 05:00:00
2013,5,21,617,624,-7,827,"Not Delay","EV",4519,"N12160","EWR","CLT",529,6,24,2013-05-21 06:00:00
2013,5,21,625,629,-4,825,"Delay","US",1609,"N126UW","EWR","CLT",529,6,29,2013-05-21 06:00:00
2013,5,21,638,645,-7,841,"Delay","US",1621,"N564UW","EWR","CLT",529,6,45,2013-05-21 06:00:00
2013,5,21,821,815,6,1010,"Not Delay","US",675,"N648AW","EWR","CLT",529,8,15,2013-05-21 08:00:00
2013,5,21,924,915,9,1118,"Not Delay","EV",4229,"N11551","EWR","CLT",529,9,15,2013-05-21 09:00:00
2013,5,21,1026,1020,6,1210,"Not Delay","US",1103,"N109UW","EWR","CLT",529,10,20,2013-05-21 10:00:00
2013,5,21,1258,1230,28,1424,"Delay","EV",4180,"N14960","EWR","CLT",529,12,30,2013-05-21 12:00:00
2013,5,21,1309,1315,-6,1501,"Not Delay","US",1895,"N182UW","EWR","CLT",529,13,15,2013-05-21 13:00:00
2013,5,21,1457,1500,-3,1652,"Delay","US",802,"N110UW","EWR","CLT",529,15,0,2013-05-21 15:00:00
2013,5,21,1633,1455,98,1649,"Delay","EV",4326,"N13550","EWR","CLT",529,14,55,2013-05-21 14:00:00
2013,5,21,1748,1735,13,1924,"Delay","US",449,"N642AW","EWR","CLT",529,17,35,2013-05-21 17:00:00
2013,5,21,1824,1829,-5,2031,"Not Delay","US",1973,"N194UW","EWR","CLT",529,18,29,2013-05-21 18:00:00
2013,5,21,1956,1910,46,2117,"Delay","EV",5675,"N12924","EWR","CLT",529,19,10,2013-05-21 19:00:00
2013,5,21,2208,2059,69,2252,"Delay","EV",4700,"N14959","EWR","CLT",529,20,59,2013-05-21 20:00:00
2013,5,22,458,500,-2,640,"Not Delay","US",1431,"N194UW","EWR","CLT",529,5,0,2013-05-22 05:00:00
2013,5,22,622,624,-2,827,"Not Delay","EV",4471,"N14148","EWR","CLT",529,6,24,2013-05-22 06:00:00
2013,5,22,623,629,-6,825,"Not Delay","US",1609,"N102UW","EWR","CLT",529,6,29,2013-05-22 06:00:00
2013,5,22,648,645,3,841,"Not Delay","US",1032,"N161UW","EWR","CLT",529,6,45,2013-05-22 06:00:00
2013,5,22,809,815,-6,1010,"Not Delay","US",675,"N672AW","EWR","CLT",529,8,15,2013-05-22 08:00:00
2013,5,22,923,923,0,1126,"Not Delay","EV",4229,"N13908","EWR","CLT",529,9,23,2013-05-22 09:00:00
2013,5,22,1020,1020,0,1210,"Not Delay","US",1103,"N186US","EWR","CLT",529,10,20,2013-05-22 10:00:00
2013,5,22,1237,1220,17,1414,"Not Delay","EV",3846,"N16919","EWR","CLT",529,12,20,2013-05-22 12:00:00
2013,5,22,1309,1315,-6,1501,"Not Delay","US",1895,"N559UW","EWR","CLT",529,13,15,2013-05-22 13:00:00
2013,5,22,1500,1500,0,1652,"Not Delay","US",802,"N167US","EWR","CLT",529,15,0,2013-05-22 15:00:00
2013,5,22,1729,1735,-6,1924,"Not Delay","US",449,"N668AW","EWR","CLT",529,17,35,2013-05-22 17:00:00
2013,5,22,1936,1829,67,2031,"Delay","US",1973,"N169UW","EWR","CLT",529,18,29,2013-05-22 18:00:00
2013,5,22,2104,1910,114,2117,"Delay","EV",5675,"N16149","EWR","CLT",529,19,10,2013-05-22 19:00:00
2013,5,22,2111,2059,12,2252,"Delay","EV",4700,"N14558","EWR","CLT",529,20,59,2013-05-22 20:00:00
2013,5,23,500,500,0,640,"Not Delay","US",1431,"N563UW","EWR","CLT",529,5,0,2013-05-23 05:00:00
2013,5,23,628,624,4,827,"Not Delay","EV",4471,"N18114","EWR","CLT",529,6,24,2013-05-23 06:00:00
2013,5,23,643,645,-2,836,"Not Delay","US",1032,"N186US","EWR","CLT",529,6,45,2013-05-23 06:00:00
2013,5,23,740,629,71,820,"Delay","US",1965,"N124US","EWR","CLT",529,6,29,2013-05-23 06:00:00
2013,5,23,806,815,-9,1008,"Delay","US",1101,"N127UW","EWR","CLT",529,8,15,2013-05-23 08:00:00
2013,5,23,917,923,-6,1126,"Not Delay","EV",4229,"N12540","EWR","CLT",529,9,23,2013-05-23 09:00:00
2013,5,23,1012,1020,-8,1204,"Delay","US",1002,"N433US","EWR","CLT",529,10,20,2013-05-23 10:00:00
2013,5,23,1234,1220,14,1414,"Delay","EV",4631,"N14993","EWR","CLT",529,12,20,2013-05-23 12:00:00
2013,5,23,1422,1315,67,1505,"Delay","US",1014,"N127UW","EWR","CLT",529,13,15,2013-05-23 13:00:00
2013,5,23,1947,1910,37,2117,"Delay","EV",4682,"N13914","EWR","CLT",529,19,10,2013-05-23 19:00:00
2013,5,23,2050,1735,195,1928,"Delay","US",449,"N651AW","EWR","CLT",529,17,35,2013-05-23 17:00:00
2013,5,23,NA,1455,NA,1649,NA,"EV",4326,"N14923","EWR","CLT",529,14,55,2013-05-23 14:00:00
2013,5,23,NA,2100,NA,2253,NA,"EV",4700,"N14923","EWR","CLT",529,21,0,2013-05-23 21:00:00
2013,5,23,NA,1829,NA,2033,NA,"US",1973,NA,"EWR","CLT",529,18,29,2013-05-23 18:00:00
2013,5,23,NA,1500,NA,1652,NA,"US",802,NA,"EWR","CLT",529,15,0,2013-05-23 15:00:00
2013,5,24,506,500,6,640,"Not Delay","US",1431,"N566UW","EWR","CLT",529,5,0,2013-05-24 05:00:00
2013,5,24,621,624,-3,827,"Not Delay","EV",4471,"N16961","EWR","CLT",529,6,24,2013-05-24 06:00:00
2013,5,24,630,629,1,820,"Not Delay","US",1965,"N123UW","EWR","CLT",529,6,29,2013-05-24 06:00:00
2013,5,24,650,645,5,836,"Not Delay","US",1032,"N536UW","EWR","CLT",529,6,45,2013-05-24 06:00:00
2013,5,24,827,815,12,1008,"Delay","US",1101,"N188US","EWR","CLT",529,8,15,2013-05-24 08:00:00
2013,5,24,923,923,0,1126,"Delay","EV",4229,"N14953","EWR","CLT",529,9,23,2013-05-24 09:00:00
2013,5,24,1012,1020,-8,1204,"Not Delay","US",1002,"N455UW","EWR","CLT",529,10,20,2013-05-24 10:00:00
2013,5,24,1242,1220,22,1414,"Delay","EV",4631,"N16961","EWR","CLT",529,12,20,2013-05-24 12:00:00
2013,5,24,1310,1315,-5,1505,"Not Delay","US",1014,"N102UW","EWR","CLT",529,13,15,2013-05-24 13:00:00
2013,5,24,1532,1455,37,1649,"Delay","EV",4326,"N13992","EWR","CLT",529,14,55,2013-05-24 14:00:00
2013,5,24,1711,1500,131,1652,"Delay","US",802,"N119US","EWR","CLT",529,15,0,2013-05-24 15:00:00
2013,5,24,1828,1829,-1,2033,"Not Delay","US",1973,"N102UW","EWR","CLT",529,18,29,2013-05-24 18:00:00
2013,5,24,1836,1735,61,1928,"Delay","US",449,"N651AW","EWR","CLT",529,17,35,2013-05-24 17:00:00
2013,5,24,2149,1910,159,2117,"Delay","EV",5675,"N27190","EWR","CLT",529,19,10,2013-05-24 19:00:00
2013,5,24,2202,2100,62,2253,"Delay","EV",4700,"N15572","EWR","CLT",529,21,0,2013-05-24 21:00:00
2013,5,25,456,500,-4,640,"Not Delay","US",1431,"N180US","EWR","CLT",529,5,0,2013-05-25 05:00:00
2013,5,25,633,629,4,820,"Not Delay","US",874,"N119US","EWR","CLT",529,6,29,2013-05-25 06:00:00
2013,5,25,635,640,-5,843,"Not Delay","EV",4471,"N14105","EWR","CLT",529,6,40,2013-05-25 06:00:00
2013,5,25,650,645,5,836,"Delay","US",1032,"N191UW","EWR","CLT",529,6,45,2013-05-25 06:00:00
2013,5,25,814,815,-1,1008,"Not Delay","US",821,"N543UW","EWR","CLT",529,8,15,2013-05-25 08:00:00
2013,5,25,910,915,-5,1118,"Not Delay","EV",4234,"N48901","EWR","CLT",529,9,15,2013-05-25 09:00:00
2013,5,25,1018,1020,-2,1206,"Not Delay","US",1081,"N770UW","EWR","CLT",529,10,20,2013-05-25 10:00:00
2013,5,25,1316,1315,1,1505,"Not Delay","US",1515,"N557UW","EWR","CLT",529,13,15,2013-05-25 13:00:00
2013,5,25,1458,1500,-2,1650,"Not Delay","US",802,"N453UW","EWR","CLT",529,15,0,2013-05-25 15:00:00
2013,5,25,1732,1735,-3,1928,"Not Delay","US",449,"N625AW","EWR","CLT",529,17,35,2013-05-25 17:00:00
2013,5,25,1827,1829,-2,2031,"Not Delay","US",1973,"N443US","EWR","CLT",529,18,29,2013-05-25 18:00:00
2013,5,25,2107,2117,-10,2309,"Not Delay","EV",4700,"N14905","EWR","CLT",529,21,17,2013-05-25 21:00:00
2013,5,26,451,500,-9,640,"Not Delay","US",1431,"N558UW","EWR","CLT",529,5,0,2013-05-26 05:00:00
2013,5,26,621,629,-8,818,"Not Delay","US",1989,"N433US","EWR","CLT",529,6,29,2013-05-26 06:00:00
2013,5,26,641,645,-4,834,"Not Delay","US",1772,"N420US","EWR","CLT",529,6,45,2013-05-26 06:00:00
